Time (s),Rotation [X axis] (degrees/s),Rotation [Y axis] (degrees/s),Rotation [Z axis] (degrees/s),Acceleration [X axis] (m/s^2),Acceleration [Y axis] (m/s^2),Acceleration [Z axis] (m/s^2),Acceleration [X axis] (m/s^2),Acceleration [Y axis] (m/s^2),Acceleration [Z axis] (m/s^2),Magnetic Flux Density [X axis] (micro-Tesla),Magnetic Flux Density [Y axis] (micro-Tesla),Magnetic Flux Density [Z axis] (micro-Tesla),Temperature (Celcius),Temperature (Celcius),Temperature (Celcius),Temperature (Celcius),Temperature (Celcius),Temperature (Celcius),Temperature (Celcius),Temperature (Celcius),Temperature (Celcius),Temperature (Celcius),Temperature (Celcius),Temperature (Celcius),Temperature (Celcius),Temperature (Celcius),Temperature (Celcius),Temperature (Celcius),
48.993,0.0106528,-0.0404807,0.00745696,-121.661,0.732605,1.22101,-0.0126955,-0.028809,0.973648,11.1119,34.7694,66.6936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
49.395,0.00958753,-0.0585904,0.0127834,-121.172,1.12332,1.12332,-0.0131838,-0.028809,0.975113,10.7534,34.7694,64.9657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
49.797,0.00745696,-0.0202403,0.00639168,-121.465,0.927963,1.31868,-0.0146487,-0.0297856,0.974136,10.5742,35.3071,66.1752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
50.199,0.00639168,-0.0213056,0.0117181,-120,0.927963,1.22101,-0.0156252,-0.0297856,0.968277,11.6496,34.9487,64.4474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
50.601,0.00958753,-0.0394154,0.0127834,-122.93,1.02563,1.02563,-0.0166018,-0.0351568,0.968765,11.8288,35.8448,66.0024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
51.003,0.00852225,-0.034089,0.0117181,-131.136,0.830276,1.22101,-0.0126955,-0.0268559,0.977066,10.5742,34.5902,65.4841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
51.405,0.00958753,-0.0500682,0.0138486,-121.465,0.927963,1.41637,-0.0146487,-0.0244144,0.968765,12.5457,35.1279,65.6569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
51.807,0.0106528,-0.0564599,0.0138486,-121.172,0.927963,1.31868,-0.0195315,-0.028809,0.979995,10.9327,34.2318,65.4841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
52.209,0.00745696,-0.0234362,0.0127834,-117.167,0.927963,1.22101,-0.0175784,-0.0327153,0.978531,11.6496,35.3071,64.1018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
52.611,0.00745696,-0.0170445,0.0117181,-121.27,0.927963,1.31868,-0.0175784,-0.0278325,0.974136,11.2911,34.5902,65.1385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
